k (Fourier mode),DGQG Convergence Spectrum
5.647494117647059,3.135367306688144e-05
5.686705882352942,3.0922775391431414e-05
5.725917647058824,3.0500699884998016e-05
5.765129411764707,3.0087207348320403e-05
5.804341176470589,2.9682066634416336e-05
5.843552941176472,2.928505432547758e-05
5.882764705882353,2.889595442479035e-05
5.921976470588236,2.8514558062887654e-05
5.961188235294118,2.814066321718712e-05
6.000400000000001,2.7774074444411517e-05
6.039611764705883,2.7414602625130287e-05
6.078823529411766,2.7062064719798625e-05
6.1180352941176475,2.671628353570644e-05
6.15724705882353,2.6377087504283186e-05
6.1964588235294125,2.6044310468235996e-05
6.235670588235295,2.5717791478027928e-05
6.2748823529411775,2.5397374597230904e-05
6.31409411764706,2.5082908716313854e-05
6.353305882352942,2.4774247374450792e-05
6.392517647058824,2.4471248588956508e-05
6.431729411764707,2.4173774691979068e-05
6.470941176470589,2.388169217409828e-05
6.510152941176472,2.3594871534498475e-05
6.549364705882354,2.3313187137401568e-05
6.588576470588236,2.303651707446336e-05
6.627788235294118,2.2764743032851495e-05
6.667000000000001,2.2497750168738745e-05
6.706211764705883,2.2235426985958855e-05
6.745423529411766,2.1977665219585704e-05
6.784635294117648,2.172435972420877e-05
6.82384705882353,2.1475408366689602e-05
6.863058823529412,2.1230711923195084e-05
6.902270588235295,2.0990173980313748e-05
6.941482352941177,2.0753700840071025e-05
6.98069411764706,2.0521201428668777e-05
7.019905882352942,2.0292587208783193e-05
7.059117647058824,2.006777209526329e-05
7.098329411764706,1.984667237408017e-05
7.137541176470589,1.9629206624384653e-05
7.1767529411764714,1.941529564353761e-05
7.215964705882354,1.9204862374984324e-05
7.2551764705882364,1.899783183885006e-05
7.294388235294118,1.8794131065140288e-05
7.333600000000001,1.85936890294343e-05
7.372811764705883,1.839643659096661e-05
7.412023529411766,1.820230643299511e-05
7.451235294117648,1.8011233005360165e-05
7.490447058823531,1.7823152469143033e-05
7.529658823529412,1.7638002643336396e-05
7.568870588235295,1.7455722953443846e-05
7.608082352941177,1.7276254381928986e-05
7.64729411764706,1.7099539420438466e-05
7.686505882352942,1.6925522023726727e-05
7.725717647058825,1.675414756521359e-05
7.764929411764707,1.6585362794108826e-05
7.804141176470589,1.6419115794040924e-05
7.843352941176471,1.625535594313001e-05
7.882564705882354,1.6094033875447663e-05
7.921776470588236,1.593510144380873e-05
7.960988235294119,1.5778511683842897e-05
8.000200000000001,1.5624218779295893e-05
8.039411764705882,1.5472178028512485e-05
8.078623529411765,1.532234581205545e-05
8.117835294117647,1.5174679561416858e-05
8.15704705882353,1.5029137728779563e-05
8.196258823529412,1.4885679757788986e-05
8.235470588235295,1.474426605529669e-05
8.274682352941177,1.4604857964039043e-05
8.31389411764706,1.446741773621575e-05
8.353105882352942,1.433190850793455e-05
8.392317647058823,1.419829427448978e-05
8.431529411764705,1.4066539866443812e-05
8.470741176470588,1.3936610926481809e-05
8.50995294117647,1.3808473887011218e-05
8.549164705882353,1.3682095948478833e-05
8.588376470588235,1.3557445058379255e-05
8.627588235294118,1.3434489890929657e-05
8.6668,1.3313199827386801e-05
8.706011764705883,1.3193544936983212e-05
8.745223529411765,1.3075495958460353e-05
8.784435294117648,1.2959024282177547e-05
8.82364705882353,1.2844101932776172e-05
8.862858823529411,1.2730701552379593e-05
8.902070588235294,1.2618796384309903e-05
8.941282352941176,1.2508360257303503e-05
8.980494117647059,1.2399367570208001e-05
9.019705882352941,1.229179327714381e-05
9.058917647058824,1.2185612873114393e-05
9.098129411764706,1.2080802380049653e-05
9.137341176470589,1.1977338333267704e-05
9.176552941176471,1.1875197768340704e-05
9.215764705882354,1.1774358208351049e-05
9.254976470588236,1.1674797651524704e-05
9.294188235294119,1.1576494559229008e-05
9.3334,1.1479427844322663e-05
9.372611764705882,1.1383576859846216e-05
9.411823529411764,1.1288921388041677e-05
9.451035294117647,1.1195441629690351e-05
9.49024705882353,1.1103118193758424e-05
9.529458823529412,1.1011932087340167e-05
9.568670588235294,1.0921864705889048e-05
9.607882352941177,1.0832897823727338e-05
9.64709411764706,1.074501358482519e-05
9.686305882352942,1.0658194493840494e-05
9.725517647058824,1.0572423407411101e-05
9.764729411764707,1.048768352569131e-05
9.803941176470587,1.040395838412485e-05
9.84315294117647,1.0321231845446805e-05
9.882364705882352,1.0239488091907267e-05
9.921576470588235,1.0158711617709666e-05
9.960788235294117,1.0078887221657083e-05
10.0,1e-05
