X Position,Y Position,Shear Power Spectrum (Observed),Residual from GR Model,Residual from DGQG Model
-3.784313725490196,-5.0,8176917.986918644,8176917.986918644,8176917.986918644
-3.7450980392156863,-5.0,10765224.675521232,10765224.675521232,10765224.675521232
-3.7058823529411766,-5.0,13192428.589811541,13192428.589811541,13192428.589811541
-3.666666666666667,-5.0,15332303.628250275,15332303.628250275,15332303.628250275
-3.627450980392157,-5.0,17097557.512578987,17097557.512578987,17097557.512578987
-3.588235294117647,-5.0,18436190.443041354,18436190.443041354,18436190.443041354
-3.549019607843137,-5.0,19326999.42980795,19326999.42980795,19326999.42980795
-3.5098039215686274,-5.0,19774569.239961874,19774569.239961874,19774569.239961874
-3.4705882352941178,-5.0,19804060.891642142,19804060.891642142,19804060.891642142
-3.431372549019608,-5.0,19456067.996423896,19456067.996423896,19456067.996423896
-3.392156862745098,-5.0,18781762.15703902,18781762.15703902,18781762.15703902
-3.3529411764705883,-5.0,17838496.980470363,17838496.980470363,17838496.980470363
-3.313725490196078,-5.0,16685987.695774587,16685987.695774587,16685987.695774587
-3.2745098039215685,-5.0,15383134.612563629,15383134.612563629,15383134.612563629
-3.235294117647059,-5.0,13985514.263073692,13985514.263073692,13985514.263073692
-3.196078431372549,-5.0,12543525.196633594,12543525.196633594,12543525.196633594
-3.1568627450980395,-5.0,11101145.40933473,11101145.40933473,11101145.40933473
-3.1176470588235294,-5.0,9695236.934231875,9695236.934231875,9695236.934231875
-3.0784313725490193,-5.0,8355318.649615573,8355318.649615573,8355318.649615573
-3.0392156862745097,-5.0,7103721.376696093,7103721.376696093,7103721.376696093
-3.0,-5.0,5956037.825850527,5956037.825850527,5956037.825850527
-2.9607843137254903,-5.0,4921783.735488006,4921783.735488006,4921783.735488006
-2.9215686274509802,-5.0,4005193.5949994973,4005193.5949994973,4005193.5949994973
-2.8823529411764706,-5.0,3206084.2406914346,3206084.2406914346,3206084.2406914346
-2.843137254901961,-5.0,2520730.6278568828,2520730.6278568828,2520730.6278568828
-2.803921568627451,-5.0,1942709.8635132487,1942709.8635132487,1942709.8635132487
-2.764705882352941,-5.0,1463680.8699828433,1463680.8699828433,1463680.8699828433
-2.7254901960784315,-5.0,1074077.695558199,1074077.695558199,1074077.695558199
-2.686274509803922,-5.0,763703.7241536811,763703.7241536811,763703.7241536811
-2.6470588235294117,-5.0,522221.93888164056,522221.93888164056,522221.93888164056
-2.607843137254902,-5.0,339542.6065291227,339542.6065291227,339542.6065291227
-2.5686274509803924,-5.0,206114.50911930346,206114.50911930346,206114.50911930346
-2.5294117647058822,-5.0,113129.08315524533,113129.08315524533,113129.08315524533
-2.4901960784313726,-5.0,52648.84697986062,52648.84697986062,52648.84697986062
-2.450980392156863,-5.0,17672.389349309495,17672.389349309495,17672.389349309495
-2.411764705882353,-5.0,2148.2608088572106,2148.260808857209,2148.260808857209
-2.372549019607843,-5.0,949.5002414594511,949.50024145945,949.50024145945
-2.3333333333333335,-5.0,9819.485892058421,9819.48589205842,9819.48589205842
-2.2941176470588234,-5.0,25298.465134619455,25298.465134619455,25298.465134619455
-2.2549019607843137,-5.0,44638.65340623467,44638.65340623467,44638.65340623467
-2.215686274509804,-5.0,65714.30744696045,65714.30744696045,65714.30744696045
-2.1764705882352944,-5.0,86931.75609404137,86931.75609404137,86931.75609404137
-2.1372549019607843,-5.0,107143.08043686867,107143.08043686867,107143.08043686867
-2.0980392156862746,-5.0,125565.99700714058,125565.99700714058,125565.99700714058
-2.058823529411765,-5.0,141711.54713270473,141711.54713270473,141711.54713270473
-2.019607843137255,-5.0,155320.41457798943,155320.41457798943,155320.41457798943
-1.9803921568627452,-5.0,166308.09572288257,166308.09572288257,166308.09572288257
-1.9411764705882355,-5.0,174718.6922264092,174718.6922264092,174718.6922264092
-1.9019607843137254,-5.0,180686.7894477469,180686.7894477469,180686.7894477469
-1.8627450980392157,-5.0,184406.67827800591,184406.67827800591,184406.67827800591
-1.823529411764706,-5.0,186108.07577656885,186108.07577656885,186108.07577656885
-1.784313725490196,-5.0,186037.45652359253,186037.45652359253,186037.45652359253
-1.7450980392156863,-5.0,184444.12651845333,184444.12651845333,184444.12651845333
-1.7058823529411766,-5.0,181570.21654441074,181570.21654441074,181570.21654441074
-1.6666666666666665,-5.0,177643.85033708092,177643.85033708092,177643.85033708092
-1.6274509803921569,-5.0,172874.82392880545,172874.82392880545,172874.82392880545
-1.5882352941176472,-5.0,167452.2273709885,167452.2273709885,167452.2273709885
-1.549019607843137,-5.0,161543.52484572472,161543.52484572472,161543.52484572472
-1.5098039215686274,-5.0,155294.69693760775,155294.69693760775,155294.69693760775
-1.4705882352941178,-5.0,148831.1212688174,148831.1212688174,148831.1212688174
-1.431372549019608,-5.0,142258.93828242837,142258.93828242837,142258.93828242837
-1.392156862745098,-5.0,135666.70351722746,135666.70351722746,135666.70351722746
-1.3529411764705883,-5.0,129127.1792309417,129127.1792309417,129127.1792309417
-1.3137254901960786,-5.0,122699.15542901674,122699.15542901674,122699.15542901674
-1.2745098039215685,-5.0,116429.22509876771,116429.22509876771,116429.22509876771
-1.2352941176470589,-5.0,110353.46149146586,110353.46149146586,110353.46149146586
-1.1960784313725492,-5.0,104498.96708566693,104498.96708566693,104498.96708566693
-1.156862745098039,-5.0,98885.2766005054,98885.2766005054,98885.2766005054
-1.1176470588235294,-5.0,93525.6091074058,93525.6091074058,93525.6091074058
-1.0784313725490198,-5.0,88427.97017798315,88427.97017798315,88427.97017798315
-1.0392156862745097,-5.0,83596.11176205412,83596.11176205412,83596.11176205412
-1.0,-5.0,79030.35921725954,79030.35921725954,79030.35921725954
-0.9607843137254903,-5.0,74728.31809981752,74728.31809981752,74728.31809981752
-0.9215686274509807,-5.0,70685.47277188548,70685.47277188548,70685.47277188548
-0.882352941176471,-5.0,66895.69009668335,66895.69009668335,66895.69009668335
-0.8431372549019605,-5.0,63351.639866074445,63351.639866074445,63351.639866074445
-0.8039215686274508,-5.0,60045.14385064263,60045.14385064263,60045.14385064263
-0.7647058823529411,-5.0,56967.46337816749,56967.46337816749,56967.46337816749
-0.7254901960784315,-5.0,54109.53520398835,54109.53520398835,54109.53520398835
-0.6862745098039218,-5.0,51462.16347674823,51462.16347674823,51462.16347674823
-0.6470588235294121,-5.0,49016.175381912675,49016.175381912675,49016.175381912675
-0.6078431372549016,-5.0,46762.54628418842,46762.54628418842,46762.54628418842
-0.5686274509803919,-5.0,44692.50003338528,44692.50003338528,44692.50003338528
-0.5294117647058822,-5.0,42797.58859133721,42797.58859133721,42797.58859133721
-0.4901960784313726,-5.0,41069.75509561246,41069.75509561246,41069.75509561246
-0.4509803921568629,-5.0,39501.38321694805,39501.38321694805,39501.38321694805
-0.41176470588235325,-5.0,38085.335743076605,38085.335743076605,38085.335743076605
-0.3725490196078436,-5.0,36814.98427741513,36814.98427741513,36814.98427741513
-0.33333333333333304,-5.0,35684.23211697968,35684.23211697968,35684.23211697968
-0.2941176470588234,-5.0,34687.53150250836,34687.53150250836,34687.53150250836
-0.2549019607843137,-5.0,33819.89668661386,33819.89668661386,33819.89668661386
-0.21568627450980404,-5.0,33076.91352679074,33076.91352679074,33076.91352679074
-0.17647058823529438,-5.0,32454.746617864515,32454.746617864515,32454.746617864515
-0.13725490196078471,-5.0,31950.144336736066,31950.144336736066,31950.144336736066
-0.09803921568627416,-5.0,31560.4425169206,31560.4425169206,31560.4425169206
-0.0588235294117645,-5.0,31283.566896883352,31283.566896883352,31283.566896883352
-0.019607843137254832,-5.0,31118.03485405172,31118.03485405172,31118.03485405172
0.019607843137254832,-5.0,31062.956407572638,31062.956407572638,31062.956407572638
0.0588235294117645,-5.0,31118.03485405172,31118.03485405172,31118.03485405172
0.09803921568627416,-5.0,31283.566896883352,31283.566896883352,31283.566896883352
0.13725490196078383,-5.0,31560.4425169206,31560.4425169206,31560.4425169206
0.17647058823529438,-5.0,31950.144336736066,31950.144336736066,31950.144336736066
0.21568627450980404,-5.0,32454.746617864515,32454.746617864515,32454.746617864515
0.2549019607843137,-5.0,33076.91352679074,33076.91352679074,33076.91352679074
0.2941176470588234,-5.0,33819.89668661386,33819.89668661386,33819.89668661386
0.33333333333333304,-5.0,34687.53150250836,34687.53150250836,34687.53150250836
0.3725490196078427,-5.0,35684.23211697968,35684.23211697968,35684.23211697968
0.41176470588235325,-5.0,36814.98427741513,36814.98427741513,36814.98427741513
0.4509803921568629,-5.0,38085.335743076605,38085.335743076605,38085.335743076605
0.4901960784313726,-5.0,39501.38321694805,39501.38321694805,39501.38321694805
0.5294117647058822,-5.0,41069.75509561246,41069.75509561246,41069.75509561246
0.5686274509803919,-5.0,42797.58859133721,42797.58859133721,42797.58859133721
0.6078431372549016,-5.0,44692.50003338528,44692.50003338528,44692.50003338528
0.6470588235294112,-5.0,46762.54628418842,46762.54628418842,46762.54628418842
0.6862745098039218,-5.0,49016.175381912675,49016.175381912675,49016.175381912675
0.7254901960784315,-5.0,51462.16347674823,51462.16347674823,51462.16347674823
0.7647058823529411,-5.0,54109.53520398835,54109.53520398835,54109.53520398835
0.8039215686274508,-5.0,56967.46337816749,56967.46337816749,56967.46337816749
0.8431372549019605,-5.0,60045.14385064263,60045.14385064263,60045.14385064263
0.8823529411764701,-5.0,63351.639866074445,63351.639866074445,63351.639866074445
0.9215686274509807,-5.0,66895.69009668335,66895.69009668335,66895.69009668335
0.9607843137254903,-5.0,70685.47277188548,70685.47277188548,70685.47277188548
1.0,-5.0,74728.31809981752,74728.31809981752,74728.31809981752
1.0392156862745097,-5.0,79030.35921725954,79030.35921725954,79030.35921725954
1.0784313725490193,-5.0,83596.11176205412,83596.11176205412,83596.11176205412
1.117647058823529,-5.0,88427.97017798315,88427.97017798315,88427.97017798315
1.1568627450980395,-5.0,93525.6091074058,93525.6091074058,93525.6091074058
1.1960784313725492,-5.0,98885.2766005054,98885.2766005054,98885.2766005054
1.2352941176470589,-5.0,104498.96708566693,104498.96708566693,104498.96708566693
1.2745098039215685,-5.0,110353.46149146586,110353.46149146586,110353.46149146586
1.3137254901960782,-5.0,116429.22509876771,116429.22509876771,116429.22509876771
1.3529411764705879,-5.0,122699.15542901674,122699.15542901674,122699.15542901674
1.3921568627450975,-5.0,129127.1792309417,129127.1792309417,129127.1792309417
1.431372549019608,-5.0,135666.70351722746,135666.70351722746,135666.70351722746
1.4705882352941178,-5.0,142258.93828242837,142258.93828242837,142258.93828242837
1.5098039215686274,-5.0,148831.1212688174,148831.1212688174,148831.1212688174
1.549019607843137,-5.0,155294.69693760775,155294.69693760775,155294.69693760775
1.5882352941176467,-5.0,161543.52484572472,161543.52484572472,161543.52484572472
1.6274509803921564,-5.0,167452.2273709885,167452.2273709885,167452.2273709885
1.666666666666667,-5.0,172874.82392880545,172874.82392880545,172874.82392880545
1.7058823529411766,-5.0,177643.85033708092,177643.85033708092,177643.85033708092
1.7450980392156863,-5.0,181570.21654441074,181570.21654441074,181570.21654441074
1.784313725490196,-5.0,184444.12651845333,184444.12651845333,184444.12651845333
1.8235294117647056,-5.0,186037.45652359253,186037.45652359253,186037.45652359253
1.8627450980392153,-5.0,186108.07577656885,186108.07577656885,186108.07577656885
1.9019607843137258,-5.0,184406.67827800591,184406.67827800591,184406.67827800591
1.9411764705882355,-5.0,180686.7894477469,180686.7894477469,180686.7894477469
1.9803921568627452,-5.0,174718.6922264092,174718.6922264092,174718.6922264092
2.019607843137255,-5.0,166308.09572288257,166308.09572288257,166308.09572288257
2.0588235294117645,-5.0,155320.41457798943,155320.41457798943,155320.41457798943
2.098039215686274,-5.0,141711.54713270473,141711.54713270473,141711.54713270473
2.137254901960784,-5.0,125565.99700714058,125565.99700714058,125565.99700714058
2.1764705882352944,-5.0,107143.08043686867,107143.08043686867,107143.08043686867
2.215686274509804,-5.0,86931.75609404137,86931.75609404137,86931.75609404137
2.2549019607843137,-5.0,65714.30744696045,65714.30744696045,65714.30744696045
2.2941176470588234,-5.0,44638.65340623467,44638.65340623467,44638.65340623467
2.333333333333333,-5.0,25298.465134619455,25298.465134619455,25298.465134619455
2.3725490196078427,-5.0,9819.485892058421,9819.48589205842,9819.48589205842
2.4117647058823533,-5.0,949.5002414594511,949.50024145945,949.50024145945
2.450980392156863,-5.0,2148.2608088572106,2148.260808857209,2148.260808857209
2.4901960784313726,-5.0,17672.389349309495,17672.389349309495,17672.389349309495
2.5294117647058822,-5.0,52648.84697986062,52648.84697986062,52648.84697986062
2.568627450980392,-5.0,113129.08315524533,113129.08315524533,113129.08315524533
2.6078431372549016,-5.0,206114.50911930346,206114.50911930346,206114.50911930346
2.6470588235294112,-5.0,339542.6065291227,339542.6065291227,339542.6065291227
2.686274509803922,-5.0,522221.93888164056,522221.93888164056,522221.93888164056
2.7254901960784315,-5.0,763703.7241536811,763703.7241536811,763703.7241536811
2.764705882352941,-5.0,1074077.695558199,1074077.695558199,1074077.695558199
2.803921568627451,-5.0,1463680.8699828433,1463680.8699828433,1463680.8699828433
2.8431372549019605,-5.0,1942709.8635132487,1942709.8635132487,1942709.8635132487
2.88235294117647,-5.0,2520730.6278568828,2520730.6278568828,2520730.6278568828
2.9215686274509807,-5.0,3206084.2406914346,3206084.2406914346,3206084.2406914346
2.9607843137254903,-5.0,4005193.5949994973,4005193.5949994973,4005193.5949994973
3.0,-5.0,4921783.735488006,4921783.735488006,4921783.735488006
3.0392156862745097,-5.0,5956037.825850527,5956037.825850527,5956037.825850527
3.0784313725490193,-5.0,7103721.376696093,7103721.376696093,7103721.376696093
3.117647058823529,-5.0,8355318.649615573,8355318.649615573,8355318.649615573
3.1568627450980387,-5.0,9695236.934231875,9695236.934231875,9695236.934231875
3.1960784313725483,-5.0,11101145.40933473,11101145.40933473,11101145.40933473
3.235294117647058,-5.0,12543525.196633594,12543525.196633594,12543525.196633594
3.2745098039215677,-5.0,13985514.263073692,13985514.263073692,13985514.263073692
3.313725490196079,-5.0,15383134.612563629,15383134.612563629,15383134.612563629
3.3529411764705888,-5.0,16685987.695774587,16685987.695774587,16685987.695774587
3.3921568627450984,-5.0,17838496.980470363,17838496.980470363,17838496.980470363
3.431372549019608,-5.0,18781762.15703902,18781762.15703902,18781762.15703902
3.4705882352941178,-5.0,19456067.996423896,19456067.996423896,19456067.996423896
3.5098039215686274,-5.0,19804060.891642142,19804060.891642142,19804060.891642142
3.549019607843137,-5.0,19774569.239961874,19774569.239961874,19774569.239961874
3.5882352941176467,-5.0,19326999.42980795,19326999.42980795,19326999.42980795
3.6274509803921564,-5.0,18436190.443041354,18436190.443041354,18436190.443041354
3.666666666666666,-5.0,17097557.512578987,17097557.512578987,17097557.512578987
3.7058823529411757,-5.0,15332303.628250275,15332303.628250275,15332303.628250275
3.7450980392156854,-5.0,13192428.589811541,13192428.589811541,13192428.589811541
3.784313725490197,-5.0,10765224.675521232,10765224.675521232,10765224.675521232
3.8235294117647065,-5.0,8176917.986918644,8176917.986918644,8176917.986918644
3.862745098039216,-5.0,5595101.264839971,5595101.264839971,5595101.264839971
3.901960784313726,-5.0,3229609.1411588886,3229609.1411588877,3229609.1411588877
3.9411764705882355,-5.0,1331515.3159274668,1331515.315927465,1331515.3159274652
3.980392156862745,-5.0,189983.04825378006,189983.04825377,189983.04825377034
4.019607843137255,-5.0,126777.78154464276,126777.78154461364,126777.78154461473
4.0588235294117645,-5.0,1488351.029009605,1488351.0290094845,1488351.0290094886
4.098039215686274,-5.0,4635525.939620199,4635525.939619791,4635525.939619804
4.137254901960784,-5.0,9930951.634658158,9930951.634656606,9930951.634656655
4.1764705882352935,-5.0,17724638.950863834,17724638.9508583,17724638.950858466
4.215686274509803,-5.0,28338037.012257554,28338037.012237027,28338037.012237612
4.254901960784313,-5.0,42047247.3443455,42047247.344270766,42047247.3442728
4.294117647058824,-5.0,59066092.77687985,59066092.77660389,59066092.77661095
4.333333333333334,-5.0,79529848.37173888,79529848.370724,79529848.37074843
4.372549019607844,-5.0,103480497.9548741,103480497.95111623,103480497.95120089
4.411764705882353,-5.0,130854387.02764437,130854387.01371408,130854387.0140067
4.450980392156863,-5.0,161473106.759114,161473106.7072165,161473106.70822695
4.490196078431373,-5.0,195038347.49849993,195038347.30447048,195038347.3079492
4.529411764705882,-5.0,231131324.1097147,231131323.38046092,231131323.3923866
4.568627450980392,-5.0,269217178.69335943,269217175.93767226,269217175.97822815
4.607843137254902,-5.0,308654549.8242214,308654539.3409696,308654539.4769815
4.647058823529411,-5.0,348710229.59553,348710189.4058555,348710189.8514332
4.686274509803921,-5.0,388578580.208124,388578424.6725505,388578426.07963765
4.725490196078431,-5.0,427405092.9007745,427404484.02971745,427404488.2360407
4.76470588235294,-5.0,464313256.6504063,464310839.3899984,464310850.99934244
4.803921568627452,-5.0,498433649.75608975,498423906.81209034,498423935.2458504
4.843137254901961,-5.0,528934062.36676824,528894557.1294712,528894614.0868066
4.882352941176471,-5.0,555049275.5000165,554894366.2076881,554894438.4856768
4.921568627450981,-5.0,576109208.1747901,575570529.7087318,575570495.7668056
4.96078431372549,-5.0,591564006.5352662,590090145.541363,590089703.4475038
5.0,-5.0,601005069.3764167,598170838.6429234,598169739.9678392
-5.0,-4.96078431372549,601005069.376417,598170838.6429237,598169739.9678396
-4.96078431372549,-4.96078431372549,597843614.4595615,595574083.2838862,595560861.2834191
-4.921568627450981,-4.96078431372549,588444220.522616,587248974.71421,587234171.2715852
-4.882352941176471,-4.96078431372549,573057804.0243351,572611998.9628971,572602683.8074056
-4.8431372549019605,-4.96078431372549,552091408.5690848,551959920.8141971,551955818.8839114
-4.803921568627451,-4.96078431372549,526092782.9482136,526058373.85196453,526056943.2921106
-4.764705882352941,-4.96078431372549,495729428.09285104,495720750.91618395,495720320.4516481
-4.7254901960784315,-4.96078431372549,461763594.43940145,461761403.9247161,461761285.5821023
-4.686274509803922,-4.96078431372549,425024232.80561024,425023673.7448283,425023642.83798134
-4.647058823529412,-4.96078431372549,386377319.908564,386377175.6445319,386377167.7645155
-4.607843137254902,-4.96078431372549,346695842.9971605,346695805.4206818,346695803.42538446
-4.568627450980392,-4.96078431372549,306830813.35633063,306830803.49113685,306830802.9850372
-4.529411764705882,-4.96078431372549,267584496.77949303,267584494.1723677,267584494.04339883
-4.490196078431373,-4.96078431372549,229686944.0812973,229686943.3882677,229686943.35523602
-4.450980392156863,-4.96078431372549,193776651.3419205,193776651.15682033,193776651.14832354
-4.411764705882353,-4.96078431372549,160385964.69913897,160385964.6494688,160385964.64727473
-4.372549019607844,-4.96078431372549,129931556.55340017,129931556.54002868,129931556.5394606
-4.333333333333333,-4.96078431372549,102710051.18289961,102710051.17928386,102710051.17913635
-4.294117647058823,-4.96078431372549,78898610.84748432,78898610.84650543,78898610.84646711
-4.254901960784314,-4.96078431372549,58560077.6752312,58560077.67496461,58560077.674954616
-4.215686274509804,-4.96078431372549,41652070.59897855,41652070.598906174,41652070.598903574
-4.176470588235294,-4.96078431372549,28039300.930656325,28039300.930636436,28039300.930635758
-4.137254901960784,-4.96078431372549,17508274.310308963,17508274.31030358,17508274.310303405
-4.098039215686274,-4.96078431372549,9783510.874792831,9783510.874791326,9783510.87479128
-4.0588235294117645,-4.96078431372549,4544422.780173445,4544422.7801730465,4544422.780173034
-4.019607843137255,-4.96078431372549,1442044.4602579013,1442044.4602577847,1442044.4602577814
-3.980392156862745,-4.96078431372549,114900.81547044491,114900.81547041611,114900.81547041534
-3.9411764705882355,-4.96078431372549,203418.7538072004,203418.7538071908,203418.75380719057
-3.9019607843137254,-4.96078431372549,1362424.4416258207,1362424.4416258188,1362424.4416258188
-3.8627450980392157,-4.96078431372549,3271414.9928162745,3271414.9928162736,3271414.9928162736
-3.8235294117647056,-4.96078431372549,5642438.4495336125,5642438.4495336125,5642438.4495336125
-3.784313725490196,-4.96078431372549,8225552.156781766,8225552.156781766,8225552.156781766
-3.7450980392156863,-4.96078431372549,10811950.540412154,10811950.540412154,10811950.540412154
-3.7058823529411766,-4.96078431372549,13234953.260198789,13234953.260198789,13234953.260198789
-3.666666666666667,-4.96078431372549,15369121.857533392,15369121.857533392,15369121.857533392
-3.627450980392157,-4.96078431372549,17127824.697620545,17127824.697620545,17127824.697620545
-3.588235294117647,-4.96078431372549,18459598.378573354,18459598.378573354,18459598.378573354
-3.549019607843137,-4.96078431372549,19343658.864825435,19343658.864825435,19343658.864825435
-3.5098039215686274,-4.96078431372549,19784902.309151467,19784902.309151467,19784902.309151467
-3.4705882352941178,-4.96078431372549,19808705.54793863,19808705.54793863,19808705.54793863
-3.431372549019608,-4.96078431372549,19455795.69036288,19455795.69036288,19455795.69036288
-3.392156862745098,-4.96078431372549,18777409.230164878,18777409.230164878,18777409.230164878
-3.3529411764705883,-4.96078431372549,17830909.58057501,17830909.58057501,17830909.58057501
-3.313725490196078,-4.96078431372549,16675979.495824724,16675979.495824724,16675979.495824724
-3.2745098039215685,-4.96078431372549,15371456.220838351,15371456.220838351,15371456.220838351
-3.235294117647059,-4.96078431372549,13972832.947239224,13972832.947239224,13972832.947239224
-3.196078431372549,-4.96078431372549,12530413.394334948,12530413.394334948,12530413.394334948
-3.1568627450980395,-4.96078431372549,11088076.450138582,11088076.450138582,11088076.450138582
-3.1176470588235294,-4.96078431372549,9682586.43151962,9682586.43151962,9682586.43151962
-3.0784313725490193,-4.96078431372549,8343370.120344682,8343370.120344682,8343370.120344682
-3.0392156862745097,-4.96078431372549,7092674.790861177,7092674.790861177,7092674.790861177
-3.0,-4.96078431372549,5946019.961300195,5946019.961300195,5946019.961300195
-2.9607843137254903,-4.96078431372549,4912859.400377514,4912859.400377514,4912859.400377514
-2.9215686274509802,-4.96078431372549,3997376.96901282,3997376.96901282,3997376.96901282
-2.8823529411764706,-4.96078431372549,3199349.7657056223,3199349.7657056223,3199349.7657056223
-2.843137254901961,-4.96078431372549,2515023.043314619,2515023.043314619,2515023.043314619
-2.803921568627451,-4.96078431372549,1937953.1253716003,1937953.1253716003,1937953.1253716003
-2.764705882352941,-4.96078431372549,1459785.81341172,1459785.81341172,1459785.81341172
-2.7254901960784315,-4.96078431372549,1070948.3988576652,1070948.3988576652,1070948.3988576652
-2.686274509803922,-4.96078431372549,761242.6063197488,761242.6063197488,761242.6063197488
-2.6470588235294117,-4.96078431372549,520333.676918996,520333.676918996,520333.676918996
-2.607843137254902,-4.96078431372549,338136.994167915,338136.994167915,338136.994167915
-2.5686274509803924,-4.96078431372549,205108.3983717888,205108.3983717888,205108.3983717888
-2.5294117647058822,-4.96078431372549,112447.5576273988,112447.5576273988,112447.5576273988
-2.4901960784313726,-4.96078431372549,52225.77356310543,52225.77356310543,52225.77356310543
-2.450980392156863,-4.96078431372549,17450.48586213646,17450.48586213646,17450.48586213646
-2.411764705882353,-4.96078431372549,2078.8034363818415,2078.8034363818406,2078.8034363818406
-2.372549019607843,-4.96078431372549,991.7784075689602,991.7784075689594,991.7784075689594
-2.3333333333333335,-4.96078431372549,9940.094921460175,9940.094921460175,9940.094921460175
-2.2941176470588234,-4.96078431372549,25470.51003251924,25470.51003251924,25470.51003251924
-2.2549019607843137,-4.96078431372549,44840.92108106607,44840.92108106607,44840.92108106607
-2.215686274509804,-4.96078431372549,65930.45032671317,65930.45032671317,65930.45032671317
-2.1764705882352944,-4.96078431372549,87149.51762704484,87149.51762704484,87149.51762704484
-2.1372549019607843,-4.96078431372549,107353.58253241211,107353.58253241211,107353.58253241211
-2.0980392156862746,-4.96078431372549,125763.10104583252,125763.10104583252,125763.10104583252
-2.058823529411765,-4.96078431372549,141891.2935896702,141891.2935896702,141891.2935896702
-2.019607843137255,-4.96078431372549,155480.54140123175,155480.54140123175,155480.54140123175
-1.9803921568627452,-4.96078431372549,166447.63210440255,166447.63210440255,166447.63210440255
-1.9411764705882355,-4.96078431372549,174837.62211697124,174837.62211697124,174837.62211697124
-1.9019607843137254,-4.96078431372549,180785.77779195938,180785.77779195938,180785.77779195938
-1.8627450980392157,-4.96078431372549,184486.8523435068,184486.8523435068,184486.8523435068
-1.823529411764706,-4.96078431372549,186170.85385127855,186170.85385127855,186170.85385127855
-1.784313725490196,-4.96078431372549,186084.41657696854,186084.41657696854,186084.41657696854
-1.7450980392156863,-4.96078431372549,184476.90795312458,184476.90795312458,184476.90795312458
-1.7058823529411766,-4.96078431372549,181590.44888077112,181590.44888077112,181590.44888077112
-1.6666666666666665,-4.96078431372549,177653.10341449513,177653.10341449513,177653.10341449513
-1.6274509803921569,-4.96078431372549,172874.57499607356,172874.57499607356,172874.57499607356
-1.5882352941176472,-4.96078431372549,167443.84115589273,167443.84115589273,167443.84115589273
-1.549019607843137,-4.96078431372549,161528.24339194654,161528.24339194654,161528.24339194654
-1.5098039215686274,-4.96078431372549,155273.6365858458,155273.6365858458,155273.6365858458
-1.4705882352941178,-4.96078431372549,148805.27470679814,148805.27470679814,148805.27470679814
-1.431372549019608,-4.96078431372549,142229.18002243125,142229.18002243125,142229.18002243125
-1.392156862745098,-4.96078431372549,135633.79755492212,135633.79755492212,135633.79755492212
-1.3529411764705883,-4.96078431372549,129091.78793301278,129091.78793301278,129091.78793301278
-1.3137254901960786,-4.96078431372549,122661.8489639515,122661.8489639515,122661.8489639515
-1.2745098039215685,-4.96078431372549,116390.49090840846,116390.49090840846,116390.49090840846
-1.2352941176470589,-4.96078431372549,110313.71347138575,110313.71347138575,110313.71347138575
