X Position,Y Position,Mass Density,Convergence Field
-2.6470588235294117,-5.0,1.1214645256854765e-07,7.631866337201806e-16
-2.607843137254902,-5.0,1.2431801537923432e-07,1.311769334652861e-15
-2.5686274509803924,-5.0,1.3759881946340873e-07,7.088432333297093e-15
-2.5294117647058822,-5.0,1.5206436713921477e-07,6.920836989664966e-15
-2.4901960784313726,-5.0,1.6779241366431371e-07,7.186344521286819e-15
-2.450980392156863,-5.0,1.848627015159148e-07,6.235744037068548e-15
-2.411764705882353,-5.0,2.0335665093960265e-07,6.349533358561039e-15
-2.372549019607843,-5.0,2.2335700524299877e-07,9.555272818303625e-16
-2.3333333333333335,-5.0,2.449474296648568e-07,1.3433525874712736e-15
-2.2941176470588234,-5.0,2.682120630558701e-07,9.121597127599601e-16
-2.2549019607843137,-5.0,2.9323502206351433e-07,1.0680666637912876e-15
-2.215686274509804,-5.0,3.2009985801808455e-07,1.4948449888405996e-15
-2.1764705882352944,-5.0,3.488889672680729e-07,1.3757658567685905e-15
-2.1372549019607843,-5.0,3.796829563067771e-07,9.583041839843071e-16
-2.0980392156862746,-5.0,4.1255996366376674e-07,1.68734222206434e-15
-2.058823529411765,-5.0,4.475949411991754e-07,1.1029130672460513e-15
-2.019607843137255,-5.0,4.848588981288974e-07,1.395296423366589e-15
-1.9803921568627452,-5.0,5.244181118171643e-07,1.0497775567818557e-15
-1.9411764705882355,-5.0,5.663333100909514e-07,1.3907022153391205e-15
-1.9019607843137254,-5.0,6.106588305487261e-07,1.9737622107194127e-15
-1.8627450980392157,-5.0,6.574417630439254e-07,3.600010611048825e-15
-1.823529411764706,-5.0,7.067210822101595e-07,2.5030383282028554e-15
-1.784313725490196,-5.0,7.585267775489693e-07,5.196888219647159e-16
-1.7450980392156863,-5.0,8.128789892100092e-07,1.364242079294122e-15
-1.7058823529411766,-5.0,8.697871581456374e-07,1.741748008723691e-15
-1.6666666666666665,-5.0,9.292491998047336e-07,2.108370954059406e-15
-1.6274509803921569,-5.0,9.912507109323451e-07,1.5861703079060605e-15
-1.5882352941176472,-5.0,1.0557642193504764e-06,1.1676088019649603e-15
-1.549019607843137,-5.0,1.122748486800461e-06,1.482743187484968e-15
-1.5098039215686274,-5.0,1.1921478750183521e-06,4.739223682606823e-16
-1.4705882352941178,-5.0,1.263891785183011e-06,1.2130113740381962e-15
-1.431372549019608,-5.0,1.337894180714112e-06,1.7502352142530433e-15
-1.392156862745098,-5.0,1.4140532030983834e-06,8.513162492397177e-16
-1.3529411764705883,-5.0,1.492250889982405e-06,5.427512563218709e-16
-1.3137254901960786,-5.0,1.572353004187255e-06,1.1656168443916719e-15
-1.2745098039215685,-5.0,1.6542089815735985e-06,3.522099729609759e-15
-1.2352941176470589,-5.0,1.7376520048179726e-06,2.160231568107537e-15
-1.1960784313725492,-5.0,1.8224992091559846e-06,4.145458803029756e-15
-1.156862745098039,-5.0,1.9085520250129746e-06,1.4400530030805167e-15
-1.1176470588235294,-5.0,1.9955966611865574e-06,1.8427334813389064e-15
-1.0784313725490198,-5.0,2.0834047308798396e-06,8.256062787123254e-16
-1.0392156862745097,-5.0,2.171734021423102e-06,1.8023843375568547e-15
-1.0,-5.0,2.2603294069810542e-06,1.9350706532245853e-15
-0.9607843137254903,-5.0,2.3489239019411166e-06,3.5694330107074614e-16
-0.9215686274509807,-5.0,2.4372398510345005e-06,1.3570377428795583e-15
-0.882352941176471,-5.0,2.524990250578628e-06,1.6805857155925433e-15
-0.8431372549019605,-5.0,2.6118801935682223e-06,2.8125429619191957e-16
-0.8039215686274508,-5.0,2.6976084297074387e-06,1.8184460904459215e-15
-0.7647058823529411,-5.0,2.781869029890393e-06,1.933013021875321e-15
-0.7254901960784315,-5.0,2.8643531431264057e-06,1.4368069911951942e-15
-0.6862745098039218,-5.0,2.9447508324933426e-06,3.3028088587830964e-15
-0.6470588235294121,-5.0,3.022752975410429e-06,2.7216396968198617e-15
-0.6078431372549016,-5.0,3.098053212373094e-06,3.2914772598755825e-15
-0.5686274509803919,-5.0,3.170349927306933e-06,4.4758409593387985e-15
-0.5294117647058822,-5.0,3.2393482418945363e-06,3.0311969524944612e-15
-0.4901960784313726,-5.0,3.304762005623867e-06,1.6496974853554515e-15
-0.4509803921568629,-5.0,3.366315762913395e-06,5.677243284286293e-16
-0.41176470588235325,-5.0,3.423746678498249e-06,5.118241427677654e-16
-0.3725490196078436,-5.0,3.476806402320532e-06,3.102827199264496e-16
-0.33333333333333304,-5.0,3.525262855459253e-06,2.3966161400394712e-15
-0.2941176470588234,-5.0,3.5689019191623556e-06,1.6789660231024149e-15
-0.2549019607843137,-5.0,3.607529009800987e-06,2.374496819082326e-15
-0.21568627450980404,-5.0,3.640970523548251e-06,3.3298594378481193e-15
-0.17647058823529438,-5.0,3.669075135780709e-06,1.790180836524724e-15
-0.13725490196078471,-5.0,3.6917149415969533e-06,8.881784197001252e-16
-0.09803921568627416,-5.0,3.708786425426633e-06,1.7763568394002505e-15
-0.0588235294117645,-5.0,3.7202112494454623e-06,1.1374233532693354e-13
-0.019607843137254832,-5.0,3.7259368523937857e-06,2.2737367544323206e-13
0.019607843137254832,-5.0,3.7259368523937857e-06,0.0
0.0588235294117645,-5.0,3.7202112494454623e-06,2.2737367544323206e-13
0.09803921568627416,-5.0,3.708786425426633e-06,1.1374233532693354e-13
0.13725490196078383,-5.0,3.6917149415969533e-06,1.7763568394002505e-15
0.17647058823529438,-5.0,3.669075135780709e-06,8.881784197001252e-16
0.21568627450980404,-5.0,3.640970523548251e-06,1.790180836524724e-15
0.2549019607843137,-5.0,3.607529009800987e-06,3.3298594378481193e-15
0.2941176470588234,-5.0,3.5689019191623556e-06,2.374496819082326e-15
0.33333333333333304,-5.0,3.525262855459253e-06,1.6789660231024149e-15
0.3725490196078427,-5.0,3.476806402320538e-06,2.3966161400394712e-15
0.41176470588235325,-5.0,3.423746678498249e-06,3.102827199264496e-16
0.4509803921568629,-5.0,3.366315762913395e-06,5.118241427677654e-16
0.4901960784313726,-5.0,3.304762005623867e-06,5.677243284286293e-16
0.5294117647058822,-5.0,3.2393482418945363e-06,1.6496974853554515e-15
0.5686274509803919,-5.0,3.170349927306933e-06,3.0311969524944612e-15
0.6078431372549016,-5.0,3.098053212373094e-06,4.4758409593387985e-15
0.6470588235294112,-5.0,3.022752975410429e-06,3.2914772598755825e-15
0.6862745098039218,-5.0,2.9447508324933426e-06,2.7216396968198617e-15
0.7254901960784315,-5.0,2.8643531431264057e-06,3.3028088587830964e-15
0.7647058823529411,-5.0,2.781869029890393e-06,1.4368069911951942e-15
0.8039215686274508,-5.0,2.6976084297074387e-06,1.933013021875321e-15
0.8431372549019605,-5.0,2.6118801935682223e-06,1.8184460904459215e-15
0.8823529411764701,-5.0,2.524990250578628e-06,2.8125429619191957e-16
0.9215686274509807,-5.0,2.4372398510345005e-06,1.6805857155925433e-15
0.9607843137254903,-5.0,2.3489239019411166e-06,1.3570377428795583e-15
1.0,-5.0,2.2603294069810542e-06,3.5694330107074614e-16
1.0392156862745097,-5.0,2.171734021423102e-06,1.9350706532245853e-15
1.0784313725490193,-5.0,2.0834047308798434e-06,1.8023843375568547e-15
1.117647058823529,-5.0,1.9955966611865574e-06,8.256062787123254e-16
1.1568627450980395,-5.0,1.9085520250129746e-06,1.8427334813389064e-15
1.1960784313725492,-5.0,1.8224992091559846e-06,1.4400530030805167e-15
1.2352941176470589,-5.0,1.7376520048179726e-06,4.145458803029756e-15
1.2745098039215685,-5.0,1.6542089815735985e-06,2.160231568107537e-15
1.3137254901960782,-5.0,1.5723530041872578e-06,3.522099729609759e-15
1.3529411764705879,-5.0,1.4922508899824078e-06,1.1656168443916719e-15
1.3921568627450975,-5.0,1.4140532030983834e-06,5.427512563218709e-16
1.431372549019608,-5.0,1.337894180714112e-06,8.513162492397177e-16
1.4705882352941178,-5.0,1.263891785183011e-06,1.7502352142530433e-15
1.5098039215686274,-5.0,1.1921478750183521e-06,1.2130113740381962e-15
1.549019607843137,-5.0,1.122748486800461e-06,4.739223682606823e-16
1.5882352941176467,-5.0,1.0557642193504764e-06,1.482743187484968e-15
1.6274509803921564,-5.0,9.912507109323451e-07,1.1676088019649603e-15
1.666666666666667,-5.0,9.292491998047336e-07,1.5861703079060605e-15
1.7058823529411766,-5.0,8.697871581456374e-07,2.108370954059406e-15
1.7450980392156863,-5.0,8.128789892100092e-07,1.741748008723691e-15
1.784313725490196,-5.0,7.585267775489693e-07,1.364242079294122e-15
1.8235294117647056,-5.0,7.067210822101595e-07,5.196888219647159e-16
1.8627450980392153,-5.0,6.574417630439254e-07,2.5030383282028554e-15
1.9019607843137258,-5.0,6.10658830548725e-07,3.600010611048825e-15
1.9411764705882355,-5.0,5.663333100909514e-07,1.9737622107194127e-15
1.9803921568627452,-5.0,5.244181118171643e-07,1.3907022153391205e-15
2.019607843137255,-5.0,4.848588981288974e-07,1.0497775567818557e-15
2.0588235294117645,-5.0,4.475949411991762e-07,1.395296423366589e-15
2.098039215686274,-5.0,4.1255996366376674e-07,1.1029130672460513e-15
2.137254901960784,-5.0,3.796829563067771e-07,1.68734222206434e-15
2.1764705882352944,-5.0,3.488889672680729e-07,9.583041839843071e-16
2.215686274509804,-5.0,3.2009985801808455e-07,1.3757658567685905e-15
2.2549019607843137,-5.0,2.9323502206351433e-07,1.4948449888405996e-15
2.2941176470588234,-5.0,2.682120630558701e-07,1.0680666637912876e-15
2.333333333333333,-5.0,2.449474296648572e-07,9.121597127599601e-16
2.3725490196078427,-5.0,2.2335700524299917e-07,1.3433525874712736e-15
2.4117647058823533,-5.0,2.0335665093960228e-07,9.555272818303625e-16
2.450980392156863,-5.0,1.848627015159148e-07,6.349533358561039e-15
2.4901960784313726,-5.0,1.6779241366431371e-07,6.235744037068548e-15
2.5294117647058822,-5.0,1.5206436713921477e-07,7.186344521286819e-15
2.568627450980392,-5.0,1.3759881946340873e-07,6.920836989664966e-15
2.6078431372549016,-5.0,1.2431801537923453e-07,7.088432333297093e-15
2.6470588235294112,-5.0,1.1214645256854765e-07,1.311769334652861e-15
2.686274509803922,-5.0,1.0101110546900094e-07,7.631866337201806e-16
2.7254901960784315,-5.0,9.084160926749429e-08,9.762373959184261e-16
2.764705882352941,-5.0,8.157040635627808e-08,4.989918758592872e-16
2.803921568627451,-5.0,7.313285769515382e-08,1.3061321491574818e-15
2.8431372549019605,-5.0,6.546732163699878e-08,1.190316091441789e-15
2.88235294117647,-5.0,5.851520284642347e-08,2.5869553094467377e-15
2.9215686274509807,-5.0,5.222097397592308e-08,1.5706580477482414e-15
2.9607843137254903,-5.0,4.653217276388502e-08,2.298547767352724e-15
3.0,-5.0,4.139937718785167e-08,1.979060718098712e-15
3.0392156862745097,-5.0,3.677616124818118e-08,1.9767811135868262e-15
3.0784313725490193,-5.0,3.261903387536018e-08,2.6405670507149154e-15
3.117647058823529,-5.0,2.8887363352349522e-08,1.1378547916598305e-15
3.1568627450980387,-5.0,2.554328952497681e-08,3.684514035019768e-15
3.1960784313725483,-5.0,2.2551625941922924e-08,2.6287545054896573e-15
3.235294117647058,-5.0,1.9879753924440854e-08,2.2754354661531827e-15
3.2745098039215677,-5.0,1.749751041758802e-08,1.8289105793250158e-15
3.313725490196079,-5.0,1.5377071322154806e-08,1.9459136020890964e-15
3.3529411764705888,-5.0,1.3492831852115226e-08,2.4604948424799494e-16
3.3921568627450984,-5.0,1.1821285308524618e-08,8.959996215222278e-16
3.431372549019608,-5.0,1.0340901509278518e-08,1.857884497740791e-15
3.4705882352941178,-5.0,9.03200596670448e-09,1.0572038054548038e-15
3.5098039215686274,-5.0,7.876660763000469e-09,1.2754143153805155e-15
3.549019607843137,-5.0,6.8585479382195214e-09,8.803349915032052e-16
3.5882352941176467,-5.0,5.962856077753172e-09,1.8354909651948506e-15
3.6274509803921564,-5.0,5.1761706667852145e-09,6.878486694784477e-16
3.666666666666666,-5.0,4.486368668465139e-09,1.3751488378877305e-15
3.7058823529411757,-5.0,3.882517680888158e-09,1.4653112148072717e-15
3.7450980392156854,-5.0,3.3547799355034388e-09,2.608530520915904e-16
3.784313725490197,-5.0,2.8943213162867607e-09,3.2981293378415112e-15
3.8235294117647065,-5.0,2.4932255047660665e-09,2.875494903768342e-15
3.862745098039216,-5.0,2.1444132905223795e-09,2.3536323051497506e-15
3.901960784313726,-5.0,1.8415670297617158e-09,8.089776315867092e-16
3.9411764705882355,-5.0,1.5790601855431837e-09,6.69727491311499e-16
3.980392156862745,-5.0,1.3518918417825783e-09,1.0518410357952747e-15
4.019607843137255,-5.0,1.1556260487092364e-09,2.386316164650271e-15
4.0588235294117645,-5.0,9.86335829492831e-10,1.6112478704082796e-15
4.098039215686274,-5.0,8.405516557155022e-10,4.7349966246632625e-15
4.137254901960784,-5.0,7.152141826781889e-10,1.1523079947173223e-15
4.1764705882352935,-5.0,6.07631023638691e-10,1.2352833172736624e-15
4.215686274509803,-5.0,5.154373344362454e-10,3.120583472173555e-16
4.254901960784313,-5.0,4.36559976036121e-10,1.3750153260506196e-15
4.294117647058824,-5.0,3.6918502182618007e-10,1.465237018910219e-15
4.333333333333334,-5.0,3.117283785428011e-10,9.292199114634732e-16
4.372549019607844,-5.0,2.6280929405515544e-10,7.674567816961706e-16
4.411764705882353,-5.0,2.2122653148857523e-10,1.6299464263235998e-15
4.450980392156863,-5.0,1.8593699694792138e-10,2.004923189239171e-16
4.490196078431373,-5.0,1.5603661707540505e-10,3.8760681256156565e-15
4.529411764705882,-5.0,1.3074327254368442e-10,3.3163745563352787e-15
4.568627450980392,-5.0,1.0938160407866352e-10,2.9147039558734156e-15
4.607843137254902,-5.0,9.136951849456891e-11,3.7082245563687337e-16
4.647058823529411,-5.0,7.620623330556206e-11,2.081193585582815e-15
4.686274509803921,-5.0,6.346170958177236e-11,1.829106362546965e-15
4.725490196078431,-5.0,5.276733369922384e-11,3.6569236527799897e-16
4.76470588235294,-5.0,4.380771937377925e-11,6.800387408773852e-16
4.803921568627452,-5.0,3.6313511773101805e-11,3.363988194771019e-16
4.843137254901961,-5.0,3.00550854924037e-11,1.534964329974124e-15
4.882352941176471,-5.0,2.4837037702507767e-11,4.420234773052396e-16
4.921568627450981,-5.0,2.049338679172629e-11,1.4671896353675237e-15
4.96078431372549,-5.0,1.688339529949318e-11,2.4802372734597123e-15
5.0,-5.0,1.3887943864964021e-11,1.857865763264252e-14
-5.0,-4.96078431372549,1.688339529949318e-11,1.8816614175489055e-15
-4.96078431372549,-4.96078431372549,2.0524927203807278e-11,1.9434909755420244e-14
-4.921568627450981,-4.96078431372549,2.4913547577262072e-11,5.864349515736635e-15
-4.882352941176471,-4.96078431372549,3.0194068299608544e-11,3.297347391356215e-15
-4.8431372549019605,-4.96078431372549,3.653758209726408e-11,4.028689913135956e-15
-4.803921568627451,-4.96078431372549,4.414587068750872e-11,1.073813008518102e-15
-4.764705882352941,-4.96078431372549,5.3256482784515803e-11,2.924266956287589e-15
-4.7254901960784315,-4.96078431372549,6.414857104886243e-11,1.805552833440337e-15
-4.686274509803922,-4.96078431372549,7.71495866968259e-11,6.285423190037518e-16
-4.647058823529412,-4.96078431372549,9.264294079046781e-11,3.864194086192362e-15
-4.607843137254902,-4.96078431372549,1.1107675218646644e-10,4.8955073576004234e-15
-4.568627450980392,-4.96078431372549,1.3297381369834013e-10,8.932529667964681e-16
-4.529411764705882,-4.96078431372549,1.5894292017359877e-10,5.411246377960814e-15
-4.490196078431373,-4.96078431372549,1.8969171483517703e-10,3.685999906711244e-15
-4.450980392156863,-4.96078431372549,2.2604122329382318e-10,6.155208767873269e-16
-4.411764705882353,-4.96078431372549,2.689422579882421e-10,7.552685170689473e-15
-4.372549019607844,-4.96078431372549,3.194938893083888e-10,2.539216424610682e-15
-4.333333333333333,-4.96078431372549,3.789641931290894e-10,1.7153144328510923e-15
-4.294117647058823,-4.96078431372549,4.488134977178358e-10,2.8359513775009707e-15
-4.254901960784314,-4.96078431372549,5.30720365737464e-10,5.779023111755128e-15
-4.215686274509804,-4.96078431372549,6.26610559058932e-10,7.955737362702205e-16
-4.176470588235294,-4.96078431372549,7.386892450082815e-10,1.8254313294493584e-15
-4.137254901960784,-4.96078431372549,8.694767121303505e-10,7.277966863335123e-16
-4.098039215686274,-4.96078431372549,1.0218478711517377e-09,4.958342372186281e-15
-4.0588235294117645,-4.96078431372549,1.1990758221158833e-09,5.076781046068211e-15
-4.019607843137255,-4.96078431372549,1.4048797711496183e-09,4.9627823877676476e-15
-3.980392156862745,-4.96078431372549,1.6434775794677572e-09,2.7687717571240986e-15
-3.9411764705882355,-4.96078431372549,1.9196432224552115e-09,1.396318318111048e-15
-3.9019607843137254,-4.96078431372549,2.23876942737493e-09,8.882460866463457e-16
-3.8627450980392157,-4.96078431372549,2.60693574379378e-09,3.3583500452944e-15
-3.8235294117647056,-4.96078431372549,3.030982280533082e-09,8.419697633361144e-16
-3.784313725490196,-4.96078431372549,3.5185893161547267e-09,3.549228701168185e-15
-3.7450980392156863,-4.96078431372549,4.078362956002583e-09,1.31510106588477e-15
-3.7058823529411766,-4.96078431372549,4.719926966948169e-09,2.92882404896195e-15
-3.666666666666667,-4.96078431372549,5.4540208705800225e-09,2.889810027498969e-15
-3.627450980392157,-4.96078431372549,6.29260431599551e-09,1.1263335128619989e-15
-3.588235294117647,-4.96078431372549,7.24896768402604e-09,1.1279945994173122e-15
-3.549019607843137,-4.96078431372549,8.337848795141578e-09,2.861525689232505e-15
-3.5098039215686274,-4.96078431372549,9.575555503016754e-09,3.660491075154405e-15
-3.4705882352941178,-4.96078431372549,1.0980093854494267e-08,3.9060803734664675e-15
-3.431372549019608,-4.96078431372549,1.2571301384269181e-08,6.722551872417636e-15
-3.392156862745098,-4.96078431372549,1.4370984989031665e-08,3.610389748490506e-15
-3.3529411764705883,-4.96078431372549,1.6403062691198762e-08,1.6941796210906441e-15
-3.313725490196078,-4.96078431372549,1.8693708457116763e-08,4.111269002574564e-15
-3.2745098039215685,-4.96078431372549,2.127149907931334e-08,1.4054657202362012e-15
-3.235294117647059,-4.96078431372549,2.4167561967882e-08,4.1966592049929515e-15
-3.196078431372549,-4.96078431372549,2.7415722523499438e-08,2.7626786676633652e-15
-3.1568627450980395,-4.96078431372549,3.105264958533904e-08,5.291813133673156e-15
-3.1176470588235294,-4.96078431372549,3.511799726294986e-08,3.985427791031448e-15
-3.0784313725490193,-4.96078431372549,3.9654541274075896e-08,3.230398544218235e-15
-3.0392156862745097,-4.96078431372549,4.470830772273963e-08,2.6406235617333468e-15
-3.0,-4.96078431372549,5.032869206640697e-08,1.254264441564587e-15
-2.9607843137254903,-4.96078431372549,5.656856584068691e-08,3.849868161879209e-15
-2.9215686274509802,-4.96078431372549,6.348436853811712e-08,1.9489177644538875e-15
-2.8823529411764706,-4.96078431372549,7.113618187775959e-08,5.6830111211493465e-15
-2.843137254901961,-4.96078431372549,7.958778355843915e-08,2.9629548584046374e-15
-2.803921568627451,-4.96078431372549,8.890667746460269e-08,3.7184106828107835e-15
-2.764705882352941,-4.96078431372549,9.916409719423229e-08,5.783631901698221e-15
-2.7254901960784315,-4.96078431372549,1.1043497970742859e-07,2.6497065808083123e-15
-2.686274509803922,-4.96078431372549,1.2279790585662492e-07,2.5561353888920336e-15
-2.6470588235294117,-4.96078431372549,1.3633500455940658e-07,1.3529028000856074e-15
-2.607843137254902,-4.96078431372549,1.5113181741691346e-07,8.004165463802333e-16
-2.5686274509803924,-4.96078431372549,1.6727712066903176e-07,3.1329219520828737e-15
-2.5294117647058822,-4.96078431372549,1.848627015159148e-07,1.5190129975561258e-14
-2.4901960784313726,-4.96078431372549,2.0398308602740229e-07,4.553127399090307e-15
-2.450980392156863,-4.96078431372549,2.2473521611066022e-07,1.4506325786145717e-14
-2.411764705882353,-4.96078431372549,2.4721807331435797e-07,4.279771015364979e-15
-2.372549019607843,-4.96078431372549,2.715322476167201e-07,1.3371483469720045e-15
-2.3333333333333335,-4.96078431372549,2.977794497758285e-07,4.587802641526837e-15
-2.2941176470588234,-4.96078431372549,3.2606196631372807e-07,3.0033920789226425e-15
-2.2549019607843137,-4.96078431372549,3.564820567602966e-07,4.108077941138936e-15
-2.215686274509804,-4.96078431372549,3.891412933965632e-07,9.867259607654683e-16
-2.1764705882352944,-4.96078431372549,4.2413984440698716e-07,5.589486927902678e-15
-2.1372549019607843,-4.96078431372549,4.6157570207201607e-07,2.3145017676137077e-15
-2.0980392156862746,-4.96078431372549,5.015438584002342e-07,2.98909328526858e-15
-2.058823529411765,-4.96078431372549,5.441354314070495e-07,2.6899703197181114e-15
-2.019607843137255,-4.96078431372549,5.894367460858164e-07,1.5140639996036036e-15
-1.9803921568627452,-4.96078431372549,6.3752837497849e-07,2.894558728542534e-15
-1.9411764705882355,-4.96078431372549,6.884841441257335e-07,1.2787374138583505e-15
-1.9019607843137254,-4.96078431372549,7.423701110493418e-07,3.2261932037431145e-15
-1.8627450980392157,-4.96078431372549,7.992435222804003e-07,9.976825946259732e-15
-1.823529411764706,-4.96078431372549,8.591517587812954e-07,5.938321366806819e-15
-1.784313725490196,-4.96078431372549,9.221312784045557e-07,3.752821740897693e-15
-1.7450980392156863,-4.96078431372549,9.882065652718992e-07,5.077445200531979e-15
-1.7058823529411766,-4.96078431372549,1.057389096628065e-06,1.7301329601017893e-15
-1.6666666666666665,-4.96078431372549,1.1296763383109832e-06,4.633433863429336e-15
-1.6274509803921569,-4.96078431372549,1.205050780468271e-06,5.289510964746182e-15
-1.5882352941176472,-4.96078431372549,1.2834790255253596e-06,2.6310463948904046e-15
-1.549019607843137,-4.96078431372549,1.3649109406599042e-06,1.0281226125449591e-14
-1.5098039215686274,-4.96078431372549,1.449278887147761e-06,1.9236949841515476e-15
-1.4705882352941178,-4.96078431372549,1.536497038907219e-06,7.762009577242527e-15
-1.431372549019608,-4.96078431372549,1.6264608023706497e-06,4.232936156894092e-15
-1.392156862745098,-4.96078431372549,1.719046349449395e-06,6.7402381347132155e-15
-1.3529411764705883,-4.96078431372549,1.8141102748227967e-06,1.0601677768009645e-14
-1.3137254901960786,-4.96078431372549,1.911489388073492e-06,8.733930772283636e-15
-1.2745098039215685,-4.96078431372549,2.0110006503076724e-06,5.519240649501849e-15
-1.2352941176470589,-4.96078431372549,2.112441263843967e-06,1.2872994309156522e-14
-1.1960784313725492,-4.96078431372549,2.2155889223328093e-06,8.501356813823346e-15
-1.156862745098039,-4.96078431372549,2.3202022272881445e-06,1.1070345844146188e-14
-1.1176470588235294,-4.96078431372549,2.4260212754862472e-06,8.007669337615641e-15
-1.0784313725490198,-4.96078431372549,2.532768420026276e-06,9.222884435433285e-15
-1.0392156862745097,-4.96078431372549,2.640149206071061e-06,1.2590108963796211e-14
-1.0,-4.96078431372549,2.747853480413604e-06,1.1996833028251209e-14
-0.9607843137254903,-4.96078431372549,2.85555667206771e-06,1.1209962609633386e-14
-0.9215686274509807,-4.96078431372549,2.962921239082928e-06,1.163714668679756e-14
-0.882352941176471,-4.96078431372549,3.0695982747620185e-06,1.4124532710261271e-14
-0.8431372549019605,-4.96078431372549,3.1752292644396647e-06,1.255205155221258e-14
-0.8039215686274508,-4.96078431372549,3.2794479819935343e-06,2.1286969600222746e-14
-0.7647058823529411,-4.96078431372549,3.3818825133319177e-06,1.430379627999311e-14
